V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,class
0.949372,0.77543,0.829258,0.220034,0.772594,0.247722,0.274334,0.780314,0.458211,0.501914,0.213051,0.676354,0.325855,0.665192,0.27403,0.435819,0.722098,0.609304,0.506249,0.575557,0.563989,0.52788,0.661111,0.38369,0.613195,0.493331,0.40609,0.312968,0.000389,0
0.947606,0.778463,0.861724,0.232078,0.768893,0.2516,0.271743,0.781286,0.456131,0.500452,0.27715,0.711271,0.497488,0.618929,0.364098,0.465524,0.718676,0.631571,0.50049,0.581216,0.557451,0.486555,0.664838,0.42922,0.549673,0.400416,0.417644,0.312942,0.000279,0
0.949739,0.768037,0.868767,0.179857,0.768328,0.269967,0.266621,0.78872,0.496306,0.47997,0.340111,0.716999,0.376306,0.653708,0.548203,0.391555,0.759147,0.531858,0.484688,0.57891,0.562302,0.530838,0.666291,0.289898,0.55308,0.289103,0.416851,0.3099,0.000383,0
0.941334,0.777311,0.852709,0.190575,0.762592,0.256072,0.265287,0.791876,0.463179,0.50082,0.326275,0.716621,0.390672,0.662816,0.329319,0.483813,0.706184,0.677204,0.533826,0.580266,0.560291,0.49557,0.665173,0.384924,0.566954,0.545495,0.419382,0.313905,0.000299,0
0.993526,0.767333,0.802276,0.251381,0.768025,0.24706,0.269358,0.780788,0.465715,0.513224,0.344317,0.72144,0.356796,0.686864,0.319252,0.435651,0.719184,0.655735,0.591709,0.577164,0.564661,0.539234,0.664916,0.3971,0.598194,0.461047,0.414723,0.31131,0.000311,0
0.952321,0.771558,0.838572,0.240642,0.769832,0.264929,0.269115,0.786354,0.472849,0.485995,0.322475,0.740023,0.468336,0.585997,0.165842,0.445972,0.753634,0.697034,0.569971,0.579032,0.565925,0.564997,0.663558,0.479806,0.579185,0.544063,0.416025,0.314095,0.002176,0
0.99193,0.76246,0.827277,0.259675,0.764262,0.267425,0.260812,0.787452,0.503456,0.508441,0.301652,0.747254,0.486597,0.642093,0.322749,0.463217,0.702467,0.712349,0.584124,0.578772,0.564846,0.547564,0.666508,0.41291,0.576489,0.387075,0.417149,0.31223,0.000389,0
0.91365,0.771607,0.877212,0.392159,0.759488,0.277273,0.267834,0.754221,0.488477,0.550651,0.233635,0.671279,0.355751,0.609051,0.357384,0.43645,0.739898,0.648239,0.659618,0.572504,0.58594,0.463821,0.665886,0.432397,0.589809,0.458707,0.426878,0.308672,0.010736,0
0.947992,0.76611,0.84684,0.198966,0.772188,0.253632,0.268075,0.786935,0.460034,0.497436,0.298197,0.689105,0.296407,0.673505,0.306991,0.479506,0.698332,0.659661,0.538427,0.579055,0.557456,0.455697,0.672079,0.303779,0.501324,0.393674,0.418249,0.31748,0.001331,0
0.950545,0.777019,0.874041,0.298476,0.763337,0.261915,0.266686,0.78645,0.466202,0.503338,0.237842,0.723776,0.50912,0.628696,0.343837,0.432758,0.731753,0.663788,0.606653,0.582266,0.564041,0.550493,0.661472,0.443199,0.577183,0.39727,0.424733,0.317473,9.4e-05,0
0.994202,0.766599,0.813541,0.26253,0.767296,0.25518,0.26645,0.782217,0.482449,0.510164,0.202691,0.714284,0.474744,0.652831,0.342246,0.452768,0.714576,0.609142,0.596761,0.578254,0.556055,0.471491,0.669068,0.286323,0.567049,0.464977,0.415202,0.311762,0.000104,0
0.951005,0.778493,0.833656,0.208581,0.770684,0.259466,0.27034,0.786023,0.469596,0.516634,0.293266,0.718546,0.416889,0.653483,0.267528,0.456957,0.706095,0.647878,0.590931,0.582565,0.556364,0.479555,0.665486,0.270628,0.558406,0.455209,0.424816,0.317441,0.000208,0
0.948247,0.764108,0.823789,0.213347,0.771155,0.267996,0.274281,0.783774,0.457037,0.499093,0.268306,0.719069,0.456714,0.652011,0.247515,0.463915,0.700696,0.660603,0.617952,0.578273,0.557676,0.482803,0.666674,0.33974,0.544006,0.465399,0.418311,0.312322,0.010608,0
0.991249,0.764119,0.823623,0.279748,0.762881,0.253345,0.265085,0.782664,0.488318,0.510131,0.237065,0.72023,0.463923,0.64951,0.354531,0.45167,0.718862,0.625037,0.551162,0.578987,0.561387,0.512435,0.668137,0.392119,0.565881,0.461138,0.415645,0.312211,0.001981,0
0.922999,0.760699,0.849155,0.239547,0.785789,0.252554,0.26573,0.7818,0.466741,0.511153,0.325888,0.679736,0.326703,0.613765,0.333773,0.459688,0.734991,0.691769,0.650419,0.576203,0.550566,0.454759,0.651519,0.402258,0.596942,0.482958,0.416571,0.303982,0.000856,0
0.946987,0.763134,0.876061,0.136026,0.761294,0.261747,0.262543,0.787319,0.367136,0.52415,0.367538,0.702605,0.522178,0.631544,0.310614,0.44393,0.736974,0.651897,0.500776,0.577534,0.557912,0.491645,0.664226,0.379343,0.581946,0.346391,0.41782,0.314359,0.00035,0
0.979902,0.75724,0.847982,0.227649,0.759623,0.267033,0.258632,0.784942,0.503557,0.510312,0.239843,0.586715,0.659712,0.664248,0.311744,0.498574,0.74579,0.629322,0.621792,0.583582,0.563584,0.53412,0.660133,0.248582,0.611866,0.423664,0.416637,0.313595,0.004169,0
0.966771,0.753848,0.82801,0.273579,0.761573,0.255484,0.270125,0.781106,0.467958,0.500489,0.241539,0.720684,0.488117,0.650931,0.346124,0.444361,0.728552,0.61141,0.586239,0.588945,0.563942,0.493253,0.657822,0.402657,0.603338,0.599521,0.413334,0.314436,0.016798,0
0.952557,0.778586,0.859547,0.255018,0.76536,0.252918,0.269321,0.785143,0.453836,0.498692,0.263675,0.683284,0.388181,0.637597,0.410465,0.462841,0.732868,0.651255,0.556672,0.580834,0.557048,0.474481,0.66533,0.423993,0.567157,0.43768,0.420946,0.315077,8.9e-05,0
0.943295,0.779547,0.858068,0.245526,0.765161,0.261412,0.266542,0.792051,0.431881,0.499868,0.371529,0.746947,0.483839,0.66601,0.359644,0.455852,0.724622,0.631246,0.558282,0.580537,0.559983,0.493888,0.666319,0.38361,0.563614,0.439131,0.41936,0.3139,0.000389,0
0.977672,0.765545,0.857316,0.30325,0.759892,0.265863,0.260745,0.788905,0.491552,0.508817,0.309785,0.72036,0.356562,0.647844,0.308818,0.462878,0.715144,0.700412,0.579808,0.578162,0.560695,0.50926,0.664854,0.379658,0.599797,0.359799,0.417642,0.31356,0.000194,0
0.975301,0.764975,0.862849,0.298978,0.758866,0.26673,0.259995,0.789318,0.478209,0.509823,0.38015,0.739987,0.444455,0.649706,0.421331,0.469021,0.712063,0.69497,0.489601,0.579444,0.567332,0.558081,0.664633,0.414949,0.590406,0.383299,0.418039,0.313882,0.001557,0
0.949983,0.775523,0.808664,0.19134,0.783064,0.298342,0.267008,0.79938,0.454552,0.493598,0.258428,0.714783,0.42193,0.67234,0.342266,0.428046,0.729448,0.617864,0.595471,0.580857,0.560537,0.500006,0.668745,0.473318,0.542383,0.338871,0.422895,0.317615,0.00209,0
0.991294,0.762969,0.811235,0.261718,0.767038,0.25933,0.266004,0.784427,0.479948,0.51321,0.292064,0.721087,0.383473,0.665949,0.282546,0.453757,0.713823,0.644459,0.616943,0.578848,0.558043,0.479864,0.667572,0.273425,0.567037,0.475068,0.414809,0.31165,0.002502,0
0.979554,0.769454,0.828547,0.257204,0.769777,0.261889,0.268035,0.78349,0.443555,0.509889,0.315057,0.750355,0.564836,0.657654,0.337851,0.467271,0.700099,0.646738,0.632605,0.581609,0.555362,0.454317,0.664118,0.246841,0.604024,0.457518,0.415232,0.313043,0.001981,0
0.93161,0.764821,0.872978,0.243135,0.774155,0.245828,0.265748,0.785389,0.444796,0.493444,0.257591,0.706641,0.455415,0.651726,0.374321,0.462934,0.713473,0.625797,0.516381,0.582705,0.559736,0.473293,0.666115,0.431068,0.593232,0.42716,0.415464,0.314841,7.7e-05,0
0.907467,0.750327,0.872817,0.413103,0.790006,0.246306,0.255199,0.785292,0.448368,0.528148,0.410383,0.643269,0.672289,0.706064,0.331256,0.453025,0.742432,0.693574,0.664882,0.576869,0.556013,0.488343,0.654353,0.391882,0.582025,0.449965,0.423898,0.310657,0.00116,0
0.991109,0.756104,0.796945,0.210321,0.765269,0.250123,0.267726,0.779915,0.420975,0.530009,0.33342,0.699528,0.441242,0.666779,0.282756,0.473095,0.731251,0.580176,0.642182,0.583423,0.569185,0.555603,0.661488,0.346407,0.600146,0.435687,0.414378,0.311793,0.007006,0
0.98855,0.766973,0.825718,0.316923,0.763998,0.258925,0.26358,0.786077,0.480287,0.504453,0.364073,0.742357,0.453598,0.611687,0.32645,0.476235,0.73502,0.700623,0.529238,0.57921,0.558493,0.484488,0.670241,0.3606,0.552365,0.261083,0.417591,0.313166,0.002372,0
0.994775,0.754367,0.79429,0.187803,0.763628,0.246724,0.267168,0.777115,0.381911,0.542824,0.26017,0.695525,0.556498,0.648639,0.276725,0.399429,0.755911,0.60981,0.548757,0.578942,0.565111,0.554081,0.662561,0.550129,0.612696,0.462241,0.414852,0.312056,0.005436,0
0.990694,0.76262,0.817942,0.266238,0.765982,0.26303,0.264014,0.785733,0.481772,0.513577,0.312606,0.732208,0.43506,0.657486,0.310844,0.463009,0.707423,0.673686,0.585945,0.57961,0.561783,0.509904,0.667659,0.431657,0.567137,0.456581,0.415378,0.312101,0.002526,0
0.942007,0.759551,0.867972,0.214096,0.770123,0.254044,0.263758,0.784984,0.403977,0.523986,0.383064,0.671211,0.345356,0.655651,0.37248,0.458165,0.753014,0.574647,0.670869,0.585,0.566517,0.540446,0.662663,0.413972,0.597039,0.419362,0.413749,0.309909,0.000286,0
0.971298,0.761059,0.857049,0.308818,0.758576,0.265857,0.261786,0.789016,0.475711,0.510548,0.371464,0.719339,0.362129,0.661448,0.419048,0.46878,0.715367,0.688862,0.492428,0.581374,0.56625,0.532032,0.663994,0.407763,0.584243,0.366587,0.417229,0.314231,0.006451,0
0.941001,0.770751,0.8483,0.275223,0.742305,0.293784,0.287615,0.780745,0.464376,0.487505,0.218314,0.702744,0.527956,0.622239,0.395513,0.462115,0.713221,0.663137,0.534898,0.575728,0.561539,0.547151,0.663445,0.29049,0.586552,0.389647,0.423647,0.308797,0.03154,0
0.954217,0.776138,0.865283,0.319801,0.766276,0.260133,0.268851,0.785071,0.444517,0.502956,0.288883,0.741019,0.519673,0.6404,0.340656,0.405348,0.752896,0.584156,0.601448,0.581018,0.562314,0.529229,0.664785,0.469528,0.573324,0.381397,0.418691,0.31437,0.000528,0
0.998164,0.753415,0.807738,0.167078,0.761902,0.259959,0.259582,0.784118,0.404794,0.547548,0.291907,0.668876,0.423625,0.652476,0.310757,0.443812,0.729606,0.71413,0.579639,0.575671,0.562533,0.536512,0.665777,0.393602,0.585656,0.435068,0.415987,0.311661,0.000584,0
0.937376,0.787156,0.819973,0.173735,0.775967,0.251437,0.279864,0.773331,0.509467,0.56466,0.333773,0.699791,0.384788,0.634174,0.293726,0.42443,0.693989,0.659865,0.574474,0.591691,0.558803,0.550775,0.659848,0.31805,0.576262,0.42863,0.425375,0.308991,0.0006,0
0.993208,0.765411,0.818397,0.271276,0.763734,0.250389,0.26584,0.782757,0.489782,0.511188,0.225398,0.688635,0.328845,0.666103,0.352473,0.448332,0.725524,0.606877,0.575242,0.576837,0.556555,0.471289,0.670753,0.382566,0.557982,0.458195,0.415002,0.311849,0.000177,0
0.961032,0.778821,0.829154,0.225327,0.773029,0.25608,0.271704,0.783774,0.456855,0.490872,0.2421,0.715313,0.522202,0.605332,0.31214,0.460534,0.737998,0.635594,0.551206,0.581198,0.555929,0.472736,0.666358,0.435399,0.557642,0.445426,0.420709,0.314833,0.000201,0
0.94817,0.756175,0.836343,0.192023,0.776783,0.256735,0.263363,0.78843,0.485947,0.497786,0.263121,0.716127,0.404985,0.649181,0.227364,0.485993,0.684342,0.704805,0.474114,0.580306,0.568777,0.554101,0.672959,0.3959,0.469621,0.436884,0.420974,0.320497,0.001518,0
0.960913,0.774672,0.833342,0.207321,0.7714,0.25585,0.275599,0.778701,0.467571,0.497752,0.203024,0.706185,0.481335,0.643641,0.313254,0.437659,0.710376,0.623456,0.589571,0.579387,0.559165,0.503304,0.66293,0.296861,0.569678,0.400186,0.411921,0.3088,0.002569,0
0.974869,0.764999,0.839462,0.277569,0.763373,0.256437,0.267217,0.784239,0.463139,0.505433,0.280827,0.703843,0.393848,0.666964,0.432748,0.448731,0.73106,0.569238,0.540299,0.581148,0.554952,0.438568,0.668253,0.386487,0.573733,0.424573,0.415315,0.313825,0.005251,0
0.988497,0.759211,0.821321,0.249015,0.768298,0.281195,0.259893,0.79202,0.501178,0.50717,0.331391,0.730994,0.41394,0.657665,0.42788,0.445229,0.721398,0.638552,0.493113,0.578354,0.566659,0.556088,0.667276,0.254735,0.560183,0.39828,0.417618,0.312129,0.002374,0
0.979108,0.762356,0.842239,0.276044,0.762207,0.266681,0.262309,0.787404,0.43332,0.526814,0.313568,0.715623,0.384592,0.655609,0.275372,0.389295,0.737084,0.728187,0.507553,0.573833,0.554461,0.479002,0.664912,0.334211,0.607562,0.375351,0.417478,0.313285,0.000946,0
0.992365,0.754149,0.823081,0.203313,0.761125,0.2656,0.259283,0.786576,0.456648,0.525897,0.310601,0.709641,0.482705,0.635445,0.306269,0.50241,0.719832,0.599543,0.651807,0.582507,0.561697,0.500669,0.669221,0.391804,0.552596,0.342327,0.41629,0.312426,0.003737,0
0.947767,0.770219,0.859735,0.241645,0.763193,0.269719,0.260595,0.792551,0.512537,0.481642,0.188018,0.69274,0.412726,0.574572,0.294354,0.473028,0.748148,0.714107,0.53744,0.578838,0.563251,0.536606,0.663143,0.431573,0.553088,0.508008,0.410645,0.308674,0.000467,0
0.943658,0.713624,0.740606,0.269712,0.77674,0.295216,0.280077,0.785604,0.44729,0.49894,0.286325,0.711022,0.439083,0.692548,0.36418,0.428437,0.728087,0.614927,0.522232,0.612198,0.580744,0.509277,0.643166,0.503488,0.582614,0.568113,0.408741,0.316503,0.060643,0
0.946436,0.778556,0.859313,0.281372,0.771991,0.270513,0.269504,0.78876,0.427454,0.50995,0.313927,0.704888,0.415326,0.667944,0.406385,0.44676,0.720625,0.6591,0.671589,0.583227,0.554321,0.44857,0.664043,0.214378,0.586239,0.33522,0.422388,0.315668,0.001033,0
0.922471,0.75832,0.885272,0.279293,0.766286,0.255909,0.26862,0.783977,0.475948,0.496958,0.249012,0.694873,0.407643,0.626302,0.343548,0.46227,0.710812,0.670745,0.47676,0.577127,0.562374,0.543824,0.677836,0.475845,0.619685,0.367495,0.41624,0.307186,0.003737,0
0.978287,0.769175,0.843978,0.304232,0.764106,0.258153,0.266178,0.783796,0.471189,0.50597,0.236031,0.724231,0.484545,0.64645,0.35131,0.447096,0.720972,0.626165,0.567253,0.579782,0.558123,0.485485,0.664555,0.386268,0.610699,0.344386,0.416989,0.313705,0.001479,0
0.876619,0.718547,0.881324,0.524759,0.776337,0.268272,0.248038,0.801808,0.445871,0.52818,0.238109,0.72717,0.457352,0.631029,0.226846,0.449432,0.750364,0.740214,0.699963,0.603737,0.572986,0.526141,0.668239,0.335887,0.590726,0.527743,0.422283,0.300149,0.01013,0
0.978459,0.77074,0.844662,0.283791,0.763565,0.255159,0.265587,0.784281,0.461486,0.501758,0.314758,0.72611,0.48229,0.636073,0.432806,0.451826,0.742024,0.59212,0.510057,0.579191,0.557705,0.480509,0.668315,0.43183,0.584022,0.442235,0.416426,0.313766,0.00014,0
0.994414,0.759537,0.817761,0.227513,0.759627,0.252444,0.259851,0.783897,0.468168,0.510678,0.251843,0.662807,0.421392,0.578684,0.366395,0.504456,0.770501,0.630161,0.583324,0.580506,0.565191,0.543093,0.66666,0.352203,0.569308,0.412354,0.416938,0.312881,0.001167,0
0.939979,0.785939,0.816447,0.18341,0.773885,0.251596,0.275418,0.781288,0.482126,0.53905,0.335862,0.704457,0.347487,0.663894,0.288944,0.430267,0.709153,0.662984,0.564258,0.586817,0.562815,0.548796,0.662657,0.4862,0.570972,0.430281,0.430086,0.320449,3e-05,0
0.962504,0.748639,0.853052,0.289306,0.753694,0.258702,0.264675,0.783261,0.54095,0.48816,0.322898,0.635417,0.596979,0.682378,0.304607,0.452304,0.753831,0.643237,0.543571,0.589785,0.56233,0.485946,0.660637,0.484209,0.57066,0.568967,0.413706,0.315136,0.019462,0
0.991935,0.74744,0.818218,0.172382,0.761148,0.274961,0.256895,0.788974,0.416972,0.540902,0.329938,0.702896,0.481734,0.638118,0.335842,0.418089,0.754973,0.606797,0.504205,0.576893,0.561293,0.527059,0.667912,0.160379,0.55282,0.41308,0.417416,0.311954,0.004188,0
0.93557,0.758774,0.84763,0.196612,0.790986,0.292003,0.262489,0.794769,0.465141,0.496586,0.248324,0.702556,0.423439,0.637379,0.293409,0.456799,0.705968,0.641083,0.559679,0.584086,0.557818,0.467163,0.665576,0.516896,0.590697,0.426532,0.413444,0.310843,0.000303,0
0.993718,0.767551,0.80505,0.267565,0.768822,0.256441,0.265734,0.784266,0.488434,0.50165,0.222507,0.676018,0.33912,0.627442,0.369435,0.462716,0.745775,0.645881,0.571765,0.577624,0.555093,0.458541,0.670269,0.399973,0.561985,0.458295,0.415217,0.312367,0.000105,0
0.937563,0.771357,0.84652,0.088412,0.766358,0.246896,0.268349,0.788118,0.512621,0.455074,0.222129,0.750718,0.497839,0.650075,0.330204,0.43369,0.716367,0.641633,0.559778,0.579433,0.560019,0.500495,0.661798,0.364881,0.602029,0.229596,0.421301,0.314424,0.000235,0
0.993701,0.76819,0.809378,0.273562,0.767375,0.248775,0.268918,0.780104,0.480955,0.507217,0.236524,0.729594,0.465157,0.659526,0.309272,0.42285,0.728068,0.605528,0.581128,0.577572,0.561473,0.522955,0.665911,0.393671,0.599026,0.388809,0.415909,0.311781,3.9e-05,0
0.946396,0.775029,0.869429,0.321213,0.760517,0.271557,0.262822,0.794836,0.473692,0.496775,0.262924,0.727367,0.337637,0.644198,0.169075,0.421622,0.752362,0.666431,0.725123,0.578682,0.55718,0.484774,0.665349,0.379944,0.560088,0.350533,0.418019,0.314763,0.000712,0
0.979353,0.762814,0.85114,0.231136,0.760581,0.260876,0.26129,0.784377,0.473067,0.510825,0.387205,0.623442,0.672422,0.684175,0.368862,0.464269,0.776669,0.484265,0.527314,0.581203,0.559291,0.500194,0.668497,0.38779,0.58032,0.345743,0.416858,0.313544,0.00156,0
0.993506,0.765472,0.82738,0.265377,0.764794,0.260978,0.261954,0.784125,0.555351,0.496441,0.243122,0.614969,0.592911,0.694943,0.366814,0.465152,0.722418,0.696552,0.566561,0.577532,0.556042,0.482885,0.668947,0.230634,0.563687,0.278397,0.417081,0.312236,8.3e-05,0
0.90637,0.744266,0.814652,0.213211,0.790389,0.283337,0.264295,0.799414,0.43363,0.492236,0.260764,0.707108,0.447485,0.678415,0.365678,0.470626,0.707955,0.644288,0.549554,0.593848,0.561866,0.439315,0.673514,0.512708,0.579659,0.418483,0.418618,0.307572,0.00933,0
0.953193,0.779078,0.836211,0.227909,0.76628,0.251244,0.269521,0.78763,0.454607,0.495416,0.223354,0.718407,0.465133,0.659498,0.302013,0.449995,0.72399,0.603139,0.555955,0.578896,0.558043,0.483502,0.667474,0.387864,0.552145,0.44825,0.418741,0.313859,0.000358,0
0.941185,0.785136,0.831057,0.226803,0.767559,0.255117,0.272533,0.781334,0.539605,0.53472,0.398,0.614909,0.494916,0.702463,0.282183,0.434126,0.730792,0.709377,0.554173,0.585819,0.562146,0.5641,0.664495,0.3764,0.540913,0.380242,0.432822,0.320676,0.001868,0
0.991684,0.762566,0.833318,0.275383,0.760113,0.257524,0.261458,0.785212,0.515472,0.505371,0.225445,0.715104,0.425376,0.642316,0.378626,0.450402,0.719002,0.664061,0.539635,0.577559,0.564627,0.547778,0.667376,0.382367,0.570836,0.391353,0.417291,0.312359,0.000389,0
0.94898,0.777115,0.845654,0.231308,0.75885,0.25536,0.273557,0.783416,0.452807,0.500848,0.262127,0.695939,0.415804,0.658681,0.395866,0.458777,0.724251,0.598595,0.590204,0.577622,0.554168,0.448225,0.67076,0.43079,0.529263,0.484407,0.407539,0.306537,0.006812,0
0.971748,0.754119,0.846655,0.21997,0.756502,0.260518,0.26222,0.787231,0.525157,0.488644,0.326736,0.723294,0.327442,0.658499,0.396779,0.44832,0.718623,0.725958,0.633151,0.582974,0.563931,0.513388,0.661349,0.381316,0.599403,0.313032,0.417222,0.314296,0.008758,0
0.951283,0.775692,0.841074,0.266878,0.767728,0.264979,0.26641,0.791358,0.471899,0.492771,0.162749,0.694906,0.395618,0.6529,0.272741,0.448851,0.720202,0.679893,0.519299,0.576824,0.568232,0.568562,0.664205,0.438423,0.543655,0.330633,0.419508,0.316913,0.000842,0
0.944573,0.780821,0.83452,0.207673,0.772423,0.255157,0.27045,0.788684,0.443824,0.475149,0.217424,0.697004,0.439592,0.624562,0.297079,0.470433,0.740476,0.645882,0.522742,0.578,0.557247,0.465865,0.663865,0.432466,0.574262,0.440546,0.414994,0.314492,5e-05,0
0.934383,0.766138,0.82742,0.3024,0.774652,0.258393,0.279867,0.775898,0.426488,0.513758,0.251975,0.683199,0.45082,0.666532,0.450879,0.381666,0.753097,0.650194,0.80069,0.580069,0.563424,0.566862,0.668877,0.478866,0.662417,0.534155,0.412459,0.310474,0.007346,0
0.979882,0.759365,0.847714,0.225772,0.756778,0.25495,0.260936,0.785851,0.44691,0.521469,0.281973,0.645432,0.280509,0.658033,0.433352,0.479896,0.752795,0.526163,0.573585,0.579754,0.560654,0.490064,0.668428,0.426119,0.579231,0.348962,0.416611,0.313609,0.00172,0
0.938736,0.780903,0.86176,0.231764,0.766697,0.256868,0.268327,0.790297,0.434546,0.480925,0.272624,0.709889,0.458426,0.643014,0.389693,0.464139,0.737504,0.610781,0.479221,0.578203,0.558878,0.477697,0.663784,0.385374,0.587817,0.4316,0.414391,0.313047,0.000175,0
0.993243,0.767092,0.818647,0.269073,0.765583,0.252235,0.266664,0.781712,0.478091,0.509654,0.247185,0.733875,0.505209,0.650938,0.337823,0.443813,0.722555,0.583371,0.570814,0.578304,0.556968,0.480423,0.670327,0.373393,0.562079,0.458627,0.415339,0.311914,0.000104,0
0.979244,0.764193,0.844246,0.252433,0.761455,0.260286,0.263204,0.786204,0.485431,0.505171,0.319555,0.729107,0.383624,0.64933,0.269296,0.448104,0.727191,0.651758,0.631736,0.579122,0.560008,0.505628,0.663851,0.393543,0.602033,0.607897,0.415094,0.312828,0.000389,0
0.978825,0.763124,0.853118,0.221013,0.758954,0.260186,0.260367,0.786458,0.566021,0.482631,0.390489,0.642437,0.504112,0.701027,0.332826,0.444956,0.738873,0.733785,0.623307,0.57835,0.559288,0.510243,0.664302,0.374608,0.60361,0.307741,0.417527,0.313437,0.000461,0
0.931935,0.762936,0.831849,0.230826,0.777987,0.253054,0.272476,0.782478,0.453983,0.500993,0.320903,0.730304,0.420585,0.661588,0.236458,0.432315,0.715649,0.656447,0.603556,0.572314,0.561104,0.542097,0.677499,0.488173,0.589226,0.370484,0.419913,0.312743,0.0007,0
0.995029,0.747231,0.836681,0.173754,0.754039,0.270641,0.252009,0.788953,0.440727,0.542627,0.285524,0.691823,0.503501,0.616659,0.326586,0.467427,0.721014,0.750403,0.559252,0.577265,0.56294,0.541681,0.668233,0.393388,0.551437,0.407827,0.417716,0.312529,0.001907,0
0.985726,0.759328,0.809296,0.264749,0.770278,0.271915,0.266285,0.786962,0.479884,0.504986,0.274606,0.735311,0.474089,0.655672,0.383422,0.413074,0.749521,0.496481,0.488841,0.580976,0.560389,0.495399,0.669111,0.33971,0.552881,0.47847,0.415501,0.312345,0.006689,0
0.951217,0.792882,0.823065,0.453392,0.770554,0.266287,0.264385,0.758466,0.364479,0.52856,0.192902,0.696007,0.461832,0.691192,0.312249,0.431123,0.74949,0.643487,0.655914,0.586753,0.546427,0.575836,0.666678,0.371396,0.528496,0.495487,0.418525,0.317686,0.00059,0
0.931775,0.753757,0.87875,0.186024,0.765636,0.255665,0.261598,0.788013,0.42697,0.504084,0.266484,0.670322,0.44714,0.631088,0.399916,0.492946,0.73542,0.564546,0.520271,0.586156,0.568484,0.538384,0.668171,0.391299,0.594722,0.378949,0.416417,0.315038,0.004282,0
0.947361,0.767323,0.830859,0.093667,0.784458,0.291746,0.27099,0.787234,0.497149,0.486432,0.276714,0.705501,0.41797,0.639027,0.367253,0.424121,0.710143,0.655835,0.637911,0.580916,0.559789,0.512097,0.659442,0.526478,0.607728,0.407168,0.407139,0.30596,0.001693,0
0.950602,0.779124,0.836885,0.212473,0.769765,0.257211,0.270555,0.785411,0.465705,0.516324,0.320553,0.734997,0.45529,0.650505,0.260627,0.452327,0.709446,0.633929,0.578768,0.582754,0.556879,0.485209,0.666009,0.327465,0.556314,0.450819,0.424985,0.317398,0.000116,0
0.981154,0.762252,0.831348,0.218853,0.76215,0.254481,0.26497,0.782862,0.414779,0.527129,0.337827,0.714617,0.446216,0.665321,0.334038,0.408467,0.723766,0.742711,0.544741,0.575904,0.555637,0.478304,0.664196,0.388697,0.602065,0.600546,0.414654,0.312875,0.001664,0
0.992368,0.751446,0.844626,0.225435,0.75442,0.268575,0.254261,0.787958,0.498977,0.517892,0.208277,0.715271,0.549257,0.592616,0.274486,0.485019,0.738379,0.586006,0.611943,0.581903,0.567493,0.571318,0.667241,0.483673,0.563055,0.415081,0.41783,0.312798,0.002195,0
0.894152,0.737467,0.794398,0.346258,0.789084,0.235699,0.269256,0.774937,0.466787,0.541435,0.258101,0.716963,0.487084,0.659944,0.343404,0.408271,0.728588,0.61251,0.611039,0.563488,0.561491,0.598389,0.656994,0.559459,0.505279,0.332426,0.40163,0.306584,3.9e-05,0
0.937091,0.786612,0.824859,0.241533,0.775972,0.251754,0.271969,0.770925,0.468838,0.489916,0.279799,0.675022,0.450528,0.54369,0.421843,0.46346,0.780769,0.753102,0.547771,0.580172,0.573892,0.523904,0.655557,0.298192,0.597627,0.412369,0.406802,0.301618,3.9e-05,0
0.987614,0.755494,0.811826,0.232559,0.775167,0.304172,0.257301,0.797286,0.502071,0.508394,0.277891,0.719294,0.455192,0.643587,0.422287,0.467331,0.709476,0.649821,0.520672,0.581575,0.56296,0.512011,0.669182,0.478783,0.547491,0.454216,0.416624,0.31272,0.004857,0
0.977724,0.768278,0.848363,0.315924,0.763474,0.263055,0.26449,0.786064,0.48074,0.505365,0.246744,0.724445,0.435593,0.642543,0.321321,0.427169,0.739377,0.595643,0.532327,0.578255,0.560971,0.518874,0.664045,0.396653,0.615161,0.385859,0.417502,0.31351,0.000389,0
0.99007,0.761755,0.822316,0.272171,0.763491,0.259859,0.263623,0.785507,0.486928,0.51367,0.313062,0.725448,0.396494,0.659691,0.316563,0.461747,0.710589,0.673591,0.575117,0.578981,0.562658,0.518392,0.667107,0.330322,0.564006,0.468509,0.415554,0.311973,0.002686,0
0.992299,0.769091,0.803435,0.299821,0.770373,0.253723,0.269363,0.782278,0.454806,0.52028,0.316028,0.711712,0.354611,0.686759,0.311708,0.445302,0.71107,0.668767,0.560028,0.577093,0.564018,0.530809,0.664466,0.32514,0.60197,0.347538,0.4157,0.311579,0.000976,0
0.995697,0.748204,0.801513,0.138346,0.771819,0.299481,0.254112,0.794867,0.421269,0.540863,0.270913,0.677731,0.47845,0.634033,0.361856,0.432984,0.741397,0.645128,0.535511,0.577194,0.55946,0.509382,0.669442,0.474622,0.563565,0.399456,0.417256,0.312208,0.001868,0
0.9504,0.778166,0.863271,0.28118,0.766474,0.257265,0.268489,0.784775,0.439945,0.500624,0.308812,0.711092,0.47788,0.63472,0.456737,0.435894,0.752639,0.613001,0.598332,0.580993,0.559855,0.496322,0.667086,0.432634,0.537598,0.451868,0.416518,0.316631,7.7e-05,0
